trader_id,trade_id,timestamp,side,ticker,qty,price,fee,date
9001,96,2024-02-03 00:33:00,B,T1031,190,259.0279,14.5981,2024-02-03
9001,97,2024-02-03 00:38:00,B,T3736,133,130.9248,17.2708,2024-02-03
9001,98,2024-02-03 00:43:00,B,T4802,158,159.8854,14.5089,2024-02-03
9001,99,2024-02-03 00:48:00,B,T6707,154,117.649,5.6647,2024-02-03
9001,100,2024-02-03 00:53:00,B,T5758,193,220.5651,17.352,2024-02-03
9001,101,2024-02-03 00:58:00,B,T7877,194,254.6682,13.1368,2024-02-03
9001,102,2024-02-03 01:03:00,S,T5135,161,48.2243,13.6724,2024-02-03
9001,103,2024-02-03 01:08:00,S,T0311,145,183.6337,6.8763,2024-02-03
9001,104,2024-02-03 01:13:00,B,T9180,79,110.2693,12.013,2024-02-03
9001,105,2024-02-03 01:18:00,B,T9267,148,119.0124,3.5901,2024-02-03
9001,106,2024-02-03 01:23:00,B,T4051,165,250.7716,7.3026,2024-02-03
9001,107,2024-02-03 01:28:00,B,T4070,63,201.2075,8.757,2024-02-03
9001,108,2024-02-03 01:33:00,B,T7101,106,31.8335,4.1305,2024-02-03
9001,109,2024-02-03 01:38:00,B,T9070,65,246.0919,13.3152,2024-02-03
9001,110,2024-02-03 01:43:00,S,T8528,108,201.9069,12.2419,2024-02-03
9001,111,2024-02-03 01:48:00,B,T8800,52,94.8797,15.6643,2024-02-03
9001,112,2024-02-03 01:53:00,B,T0002,47,75.2604,14.4736,2024-02-03
9001,113,2024-02-03 01:58:00,B,T8429,48,178.6815,17.7865,2024-02-03
9001,114,2024-02-03 02:03:00,B,T0931,83,238.6359,12.6226,2024-02-03
9001,115,2024-02-03 02:08:00,B,T5168,130,65.8897,7.9687,2024-02-03
9001,116,2024-02-03 02:13:00,B,T4533,114,193.6718,16.3895,2024-02-03
9001,117,2024-02-03 02:18:00,B,T0921,100,130.1807,7.0581,2024-02-03
9001,118,2024-02-03 02:23:00,B,T8967,180,112.4396,13.8629,2024-02-03
9001,119,2024-02-03 02:28:00,B,T8376,133,85.1036,10.3753,2024-02-03
9001,120,2024-02-03 02:33:00,B,T3767,190,168.6932,6.7478,2024-02-03
9001,121,2024-02-03 02:38:00,S,T6872,120,185.5123,16.9528,2024-02-03
9001,122,2024-02-03 02:43:00,B,T9811,169,47.9536,17.8114,2024-02-03
9001,123,2024-02-03 02:48:00,B,T5799,115,115.9041,5.2494,2024-02-03
9001,124,2024-02-03 02:53:00,S,T2352,79,249.4275,2.9128,2024-02-03
9001,125,2024-02-03 02:58:00,B,T8695,157,87.4527,17.6313,2024-02-03
9001,126,2024-02-03 03:03:00,B,T1584,162,131.97,17.5572,2024-02-03
9001,127,2024-02-03 03:08:00,B,T6929,197,59.7035,12.9648,2024-02-03
9001,128,2024-02-04 00:03:00,B,T3139,136,150.5023,5.8064,2024-02-04
9001,129,2024-02-04 00:08:00,S,T4178,121,110.6854,16.9644,2024-02-04
9001,130,2024-02-04 00:13:00,B,T4215,57,185.1217,13.6889,2024-02-04
9001,131,2024-02-04 00:18:00,B,T2223,162,183.583,4.7222,2024-02-04
9001,132,2024-02-04 00:23:00,B,T6425,188,187.9182,7.6317,2024-02-04
9001,133,2024-02-04 00:28:00,B,T2650,54,226.2887,13.4598,2024-02-04
9001,134,2024-02-04 00:33:00,B,T9712,134,251.1386,8.8666,2024-02-04
9001,135,2024-02-04 00:38:00,B,T6440,122,161.9427,4.2406,2024-02-04
9001,136,2024-02-04 00:43:00,B,T2170,153,231.1568,13.8287,2024-02-04
9001,137,2024-02-04 00:48:00,B,T0904,117,52.6895,14.5374,2024-02-04
9001,138,2024-02-04 00:53:00,S,T2897,176,52.8575,13.3235,2024-02-04
9001,139,2024-02-04 00:58:00,B,T6056,77,152.9645,14.9559,2024-02-04
9001,140,2024-02-04 01:03:00,B,T8021,172,192.7286,12.9593,2024-02-04
9001,141,2024-02-04 01:08:00,B,T5781,76,116.7391,8.3402,2024-02-04
9001,142,2024-02-04 01:13:00,B,T0372,153,143.5293,14.8316,2024-02-04
9001,143,2024-02-04 01:18:00,B,T3849,56,147.2801,15.4098,2024-02-04
9001,144,2024-02-04 01:23:00,B,T6102,75,241.5111,17.6673,2024-02-04
9001,145,2024-02-04 01:28:00,B,T9697,65,44.8923,14.4137,2024-02-04
9001,146,2024-02-04 01:33:00,B,T2217,55,111.4884,3.8672,2024-02-04
9001,147,2024-02-04 01:38:00,B,T3494,66,68.0014,5.4359,2024-02-04
9001,148,2024-02-04 01:43:00,B,T9604,154,267.5514,6.0711,2024-02-04
9001,149,2024-02-04 01:48:00,B,T0465,50,114.1407,12.8203,2024-02-04
9001,150,2024-02-04 01:53:00,B,T3391,181,58.4398,4.4211,2024-02-04
9001,151,2024-02-04 01:58:00,B,T3386,139,133.5634,8.7616,2024-02-04
9001,152,2024-02-04 02:03:00,B,T5317,151,31.4714,8.4924,2024-02-04
9001,153,2024-02-04 02:08:00,B,T7640,42,278.1454,9.03,2024-02-04
9001,154,2024-02-04 02:13:00,S,T9162,186,60.4937,10.0135,2024-02-04
9001,155,2024-02-04 02:18:00,B,T7930,162,212.4679,17.5753,2024-02-04
9001,156,2024-02-04 02:23:00,B,T4330,190,117.9556,12.4908,2024-02-04
9001,157,2024-02-04 02:28:00,B,T5701,149,61.2208,17.0581,2024-02-04
9001,158,2024-02-04 02:33:00,B,T3932,101,83.2922,6.8538,2024-02-04
9001,159,2024-02-04 02:38:00,B,T2606,117,140.6421,15.3294,2024-02-04
9001,160,2024-02-04 02:43:00,B,T6122,195,165.9409,11.6365,2024-02-04
9001,161,2024-02-04 02:48:00,B,T0710,62,51.009,9.6587,2024-02-04
9001,162,2024-02-04 02:53:00,B,T1297,52,184.5719,17.1293,2024-02-04
9001,163,2024-02-04 02:58:00,B,T6022,143,140.3848,2.6321,2024-02-04
9001,164,2024-02-04 03:03:00,B,T7046,54,263.2562,12.623,2024-02-04
9001,165,2024-02-04 03:08:00,B,T3601,50,172.6701,11.9276,2024-02-04
9001,166,2024-02-04 03:13:00,B,T1992,115,85.2019,11.7581,2024-02-04
9001,167,2024-02-04 03:18:00,B,T3227,59,226.3963,13.069,2024-02-04
9001,168,2024-02-04 03:23:00,B,T7897,53,103.9361,9.4579,2024-02-04
9001,169,2024-02-04 03:28:00,B,T4032,80,83.5519,13.7339,2024-02-04
9001,170,2024-02-04 03:33:00,B,T8813,93,65.3053,11.1951,2024-02-04
9001,171,2024-02-04 03:38:00,B,T4761,174,217.6387,8.6349,2024-02-04
9001,172,2024-02-04 03:43:00,B,T2787,42,57.4044,14.6857,2024-02-04
9001,173,2024-02-04 03:48:00,B,T2478,78,140.2075,12.1223,2024-02-04
9001,174,2024-02-04 03:53:00,B,T1806,88,277.5955,4.951,2024-02-04
9001,175,2024-02-04 03:58:00,B,T3983,92,244.5957,6.4517,2024-02-04
9001,176,2024-02-04 04:03:00,B,T1267,44,218.9516,11.0429,2024-02-04
9001,177,2024-02-05 00:03:00,S,T9229,194,168.4079,5.7629,2024-02-05
9001,178,2024-02-05 00:08:00,B,T5127,172,272.3449,2.2406,2024-02-05
9001,179,2024-02-05 00:13:00,B,T4031,86,211.2289,13.9871,2024-02-05
9001,180,2024-02-05 00:18:00,B,T5688,179,165.679,6.6441,2024-02-05
9001,181,2024-02-05 00:23:00,B,T4268,71,116.1719,14.722,2024-02-05
9001,182,2024-02-05 00:28:00,B,T3185,106,31.0404,2.1341,2024-02-05
9001,183,2024-02-05 00:33:00,B,T1511,44,178.6236,11.4517,2024-02-05
9001,184,2024-02-05 00:38:00,B,T4455,174,131.8509,10.0433,2024-02-05
9001,185,2024-02-05 00:43:00,B,T9158,89,47.0754,8.8653,2024-02-05
9001,186,2024-02-05 00:48:00,B,T7877,104,113.1912,9.7617,2024-02-05
9001,187,2024-02-05 00:53:00,B,T6351,179,214.5762,8.8947,2024-02-05
9001,188,2024-02-05 00:58:00,B,T2721,111,223.1592,15.8606,2024-02-05
9001,189,2024-02-05 01:03:00,B,T4977,175,51.6744,3.7876,2024-02-05
9001,190,2024-02-05 01:08:00,B,T6298,115,225.4973,4.067,2024-02-05
9001,191,2024-02-05 01:13:00,S,T3538,109,252.8029,17.9937,2024-02-05
9001,192,2024-02-05 01:18:00,B,T3803,164,31.1617,10.1275,2024-02-05
9001,193,2024-02-05 01:23:00,B,T0036,40,246.5064,4.3389,2024-02-05
9001,194,2024-02-05 01:28:00,B,T2625,172,130.6446,9.5182,2024-02-05
9001,195,2024-02-05 01:33:00,B,T5195,125,117.932,2.6474,2024-02-05
9001,196,2024-02-05 01:38:00,B,T6239,42,179.5345,12.6924,2024-02-05
9001,197,2024-02-05 01:43:00,B,T2498,156,84.8919,15.0341,2024-02-05
9001,198,2024-02-05 01:48:00,B,T7515,128,272.8352,16.6536,2024-02-05
9001,199,2024-02-05 01:53:00,B,T5088,100,233.5018,10.7946,2024-02-05
9001,200,2024-02-05 01:58:00,B,T1802,77,155.8164,9.7377,2024-02-05
9001,201,2024-02-05 02:03:00,B,T5194,148,181.5675,11.6867,2024-02-05
9001,202,2024-02-05 02:08:00,S,T2196,78,61.699,13.6707,2024-02-05
9001,203,2024-02-05 02:13:00,B,T2805,183,70.7557,9.6404,2024-02-05
9001,204,2024-02-05 02:18:00,B,T9750,102,197.172,11.358,2024-02-05
9001,205,2024-02-05 02:23:00,B,T2850,157,251.2321,3.8617,2024-02-05
9001,206,2024-02-05 02:28:00,B,T1240,170,152.0895,5.4624,2024-02-05
9001,207,2024-02-06 00:03:00,B,T0312,136,87.926,13.7663,2024-02-06
9001,208,2024-02-06 00:08:00,B,T4951,151,187.3046,10.4041,2024-02-06
9001,209,2024-02-06 00:13:00,B,T8898,187,104.8562,2.2917,2024-02-06
9001,210,2024-02-06 00:18:00,B,T4090,199,27.489,10.7313,2024-02-06
9001,211,2024-02-06 00:23:00,S,T5596,90,77.8021,3.0268,2024-02-06
9001,212,2024-02-06 00:28:00,B,T6854,119,188.5976,11.0798,2024-02-06
9001,213,2024-02-06 00:33:00,B,T3883,119,244.9111,2.7734,2024-02-06
9001,214,2024-02-06 00:38:00,B,T2872,166,275.2518,10.0284,2024-02-06
9001,215,2024-02-06 00:43:00,B,T8478,72,120.3054,8.1607,2024-02-06
9001,216,2024-02-06 00:48:00,B,T1503,106,138.8899,10.7874,2024-02-06
9001,217,2024-02-06 00:53:00,B,T3813,134,83.5721,15.7392,2024-02-06
9001,218,2024-02-06 00:58:00,B,T5627,81,206.0923,16.5757,2024-02-06
9001,219,2024-02-06 01:03:00,B,T1274,66,75.5771,11.4619,2024-02-06
9001,220,2024-02-06 01:08:00,B,T7337,152,37.7252,2.4104,2024-02-06
9001,221,2024-02-06 01:13:00,S,T3533,191,167.6437,9.7267,2024-02-06
9001,222,2024-02-06 01:18:00,B,T9420,133,167.0628,7.1625,2024-02-06
9001,223,2024-02-06 01:23:00,B,T6448,123,132.2322,17.2859,2024-02-06
9001,224,2024-02-06 01:28:00,B,T6340,57,188.5538,10.6879,2024-02-06
9001,225,2024-02-06 01:33:00,B,T4610,199,199.1316,5.8215,2024-02-06
9001,226,2024-02-06 01:38:00,B,T8991,191,199.117,15.9408,2024-02-06
9001,227,2024-02-06 01:43:00,B,T5758,95,179.0972,16.3139,2024-02-06
9001,228,2024-02-06 01:48:00,B,T2603,55,271.9834,7.9557,2024-02-06
9001,229,2024-02-06 01:53:00,B,T9931,145,128.8306,12.27,2024-02-06
9001,230,2024-02-06 01:58:00,S,T6292,71,192.6928,14.6106,2024-02-06
9001,231,2024-02-06 02:03:00,B,T9479,167,190.4728,6.017,2024-02-06
9001,232,2024-02-06 02:08:00,B,T0798,102,270.3868,15.1729,2024-02-06
9001,233,2024-02-06 02:13:00,B,T8998,197,246.8838,7.7532,2024-02-06
9001,234,2024-02-06 02:18:00,B,T1991,141,275.8787,7.0579,2024-02-06
9001,235,2024-02-06 02:23:00,B,T1823,56,166.6129,16.4214,2024-02-06
9001,236,2024-02-06 02:28:00,B,T0390,155,38.6016,10.2924,2024-02-06
9001,237,2024-02-06 02:33:00,B,T5833,169,215.3389,15.3878,2024-02-06
9001,238,2024-02-06 02:38:00,B,T4289,44,25.9727,8.7014,2024-02-06
9001,239,2024-02-06 02:43:00,B,T7874,192,110.2973,13.4061,2024-02-06
9001,240,2024-02-06 02:48:00,B,T4914,45,51.4869,16.8188,2024-02-06
9001,241,2024-02-06 02:53:00,B,T1784,165,196.8483,14.3368,2024-02-06
9001,242,2024-02-06 02:58:00,B,T4250,139,267.1617,11.3982,2024-02-06
9001,243,2024-02-06 03:03:00,B,T1515,176,93.1077,17.4101,2024-02-06
9001,244,2024-02-06 03:08:00,B,T8940,135,41.2076,11.5108,2024-02-06
9001,245,2024-02-06 03:13:00,B,T9022,75,161.3502,10.5974,2024-02-06
9001,246,2024-02-06 03:18:00,B,T6972,118,195.1207,11.6269,2024-02-06
9001,247,2024-02-06 03:23:00,B,T1895,161,172.7755,17.0248,2024-02-06
9001,248,2024-02-07 00:03:00,B,T0853,69,75.8584,12.0826,2024-02-07
9001,249,2024-02-07 00:08:00,B,T9497,188,131.1314,11.9875,2024-02-07
9001,250,2024-02-07 00:13:00,B,T4970,114,126.9198,9.1383,2024-02-07
9001,251,2024-02-07 00:18:00,S,T0921,90,271.3673,6.0549,2024-02-07
9001,252,2024-02-07 00:23:00,B,T2309,192,124.8169,13.4004,2024-02-07
9001,253,2024-02-07 00:28:00,S,T4363,91,180.4595,7.5593,2024-02-07
9001,254,2024-02-07 00:33:00,B,T9402,95,264.4574,17.6166,2024-02-07
9001,255,2024-02-07 00:38:00,S,T9028,146,167.979,6.9471,2024-02-07
9001,256,2024-02-07 00:43:00,B,T2926,158,105.9949,14.2617,2024-02-07
9001,257,2024-02-07 00:48:00,S,T5699,124,206.8795,6.3853,2024-02-07
9001,258,2024-02-07 00:53:00,B,T5305,78,193.8739,15.8243,2024-02-07
9001,259,2024-02-07 00:58:00,B,T1881,125,167.0715,15.0807,2024-02-07
9001,260,2024-02-07 01:03:00,B,T0502,90,227.1155,6.4041,2024-02-07
9001,261,2024-02-07 01:08:00,B,T2968,139,56.0392,7.9746,2024-02-07
9001,262,2024-02-07 01:13:00,B,T9227,179,248.0981,14.0359,2024-02-07
9001,263,2024-02-07 01:18:00,B,T4502,104,109.3317,17.6465,2024-02-07
9001,264,2024-02-07 01:23:00,S,T9137,60,238.788,13.9887,2024-02-07
9001,265,2024-02-07 01:28:00,B,T5269,142,173.481,9.6842,2024-02-07
9001,266,2024-02-07 01:33:00,B,T1611,175,87.0234,5.7467,2024-02-07
9001,267,2024-02-07 01:38:00,B,T4666,180,138.0424,16.6636,2024-02-07
9001,268,2024-02-07 01:43:00,B,T4327,190,88.8474,17.5094,2024-02-07
9001,269,2024-02-07 01:48:00,B,T5975,127,270.0619,13.0115,2024-02-07
9001,270,2024-02-07 01:53:00,B,T3649,134,222.4826,8.5438,2024-02-07
9001,271,2024-02-07 01:58:00,B,T2005,100,31.0447,7.0381,2024-02-07
9001,272,2024-02-07 02:03:00,B,T9933,147,77.159,15.0143,2024-02-07
9001,273,2024-02-07 02:08:00,B,T4724,112,258.4616,10.7915,2024-02-07
9001,274,2024-02-07 02:13:00,B,T0380,73,184.008,14.4208,2024-02-07
9001,275,2024-02-07 02:18:00,B,T8064,130,175.1141,13.2195,2024-02-07
9001,276,2024-02-07 02:23:00,B,T1520,183,169.1148,13.7247,2024-02-07
9001,277,2024-02-07 02:28:00,B,T1776,151,230.7331,4.8165,2024-02-07
9001,278,2024-02-07 02:33:00,B,T8609,49,76.9608,6.854,2024-02-07
9001,279,2024-02-07 02:38:00,S,T4969,175,92.1008,2.0877,2024-02-07
9001,280,2024-02-07 02:43:00,B,T8677,120,90.1972,11.6956,2024-02-07
9001,281,2024-02-07 02:48:00,B,T0032,45,166.4844,3.7693,2024-02-07
9001,282,2024-02-07 02:53:00,S,T6446,66,150.5441,9.0148,2024-02-07
9001,283,2024-02-07 02:58:00,B,T7205,95,271.4627,10.9155,2024-02-07
9001,284,2024-02-08 00:03:00,B,T0198,110,205.7395,14.5331,2024-02-08
9001,285,2024-02-08 00:08:00,B,T0884,70,48.5746,7.4021,2024-02-08
9001,286,2024-02-08 00:13:00,B,T8110,127,190.2732,3.3705,2024-02-08
9001,287,2024-02-08 00:18:00,B,T1133,70,123.1281,16.3745,2024-02-08
9001,288,2024-02-08 00:23:00,B,T6319,189,78.7589,3.6323,2024-02-08
9001,289,2024-02-08 00:28:00,B,T5025,111,46.0037,16.0511,2024-02-08
9001,290,2024-02-08 00:33:00,B,T9361,142,34.5043,5.7425,2024-02-08
9001,291,2024-02-08 00:38:00,B,T1167,179,70.8341,10.8055,2024-02-08
9001,292,2024-02-08 00:43:00,B,T4662,161,55.3578,17.4773,2024-02-08
9001,293,2024-02-08 00:48:00,B,T3294,76,154.2697,12.8396,2024-02-08
9001,294,2024-02-08 00:53:00,B,T5366,62,154.5704,12.5746,2024-02-08
9001,295,2024-02-08 00:58:00,B,T7673,104,136.584,15.6521,2024-02-08
9001,296,2024-02-08 01:03:00,B,T1992,172,94.7841,3.3377,2024-02-08
9001,297,2024-02-08 01:08:00,B,T2401,166,126.8882,6.7089,2024-02-08
9001,298,2024-02-08 01:13:00,B,T9209,168,274.2517,14.1514,2024-02-08
9001,299,2024-02-08 01:18:00,S,T2247,87,27.2827,7.3225,2024-02-08
9001,300,2024-02-08 01:23:00,B,T1566,198,276.5955,4.9289,2024-02-08
9001,301,2024-02-08 01:28:00,B,T0348,76,203.5681,9.8047,2024-02-08
9001,302,2024-02-08 01:33:00,B,T2688,127,38.9887,17.6273,2024-02-08
9001,303,2024-02-08 01:38:00,B,T0630,119,247.2076,10.7476,2024-02-08
9001,304,2024-02-08 01:43:00,B,T3835,59,193.3444,6.8566,2024-02-08
9001,305,2024-02-08 01:48:00,B,T2483,154,133.3955,5.8228,2024-02-08
9001,306,2024-02-08 01:53:00,S,T4869,85,177.6432,11.6475,2024-02-08
9001,307,2024-02-08 01:58:00,B,T5019,119,268.6729,14.8488,2024-02-08
9001,308,2024-02-08 02:03:00,B,T5862,147,101.1407,4.7312,2024-02-08
9001,309,2024-02-08 02:08:00,B,T0469,129,173.3517,8.8862,2024-02-08
9001,310,2024-02-08 02:13:00,B,T8744,137,95.3906,3.7902,2024-02-08
9001,311,2024-02-08 02:18:00,B,T4517,147,169.0627,17.198,2024-02-08
9001,312,2024-02-08 02:23:00,B,T8211,81,224.6275,7.0413,2024-02-08
9001,313,2024-02-08 02:28:00,B,T6749,151,75.4332,16.9339,2024-02-08
9001,314,2024-02-08 02:33:00,B,T0618,78,166.1647,7.0122,2024-02-08
9001,315,2024-02-08 02:38:00,B,T2965,158,251.1,9.272,2024-02-08
9001,316,2024-02-08 02:43:00,B,T2731,164,65.9478,17.8216,2024-02-08
9001,317,2024-02-08 02:48:00,B,T2388,189,77.6609,13.356,2024-02-08
9001,318,2024-02-08 02:53:00,B,T4983,196,260.2669,8.9291,2024-02-08
9001,319,2024-02-08 02:58:00,B,T0622,98,162.7176,5.6628,2024-02-08
9001,320,2024-02-08 03:03:00,B,T3621,152,177.0654,15.5326,2024-02-08
9001,321,2024-02-08 03:08:00,B,T5156,184,195.2987,2.1723,2024-02-08
9001,322,2024-02-08 03:13:00,B,T6032,124,55.8674,9.1325,2024-02-08
9001,323,2024-02-08 03:18:00,B,T7456,147,105.3542,7.8162,2024-02-08
9001,324,2024-02-08 03:23:00,B,T2469,62,191.8256,7.0456,2024-02-08
9001,325,2024-02-09 00:03:00,B,T6513,189,128.3129,16.1676,2024-02-09
